district,chamber,indicator,value,topic,type,format,order,topicOrder,pad,id
State Senate District 36,Senate,Population under age 18,24604,Age,table,",",2,2,036,610U500US09036
Connecticut,State,Population under age 18,773652,Age,table,",",2,2,,Connecticut
State House District 1,House,Percent under age 18,0.222,Age,map,.0%,3,3,001,620L500US09001
State House District 2,House,Percent under age 18,0.221,Age,map,.0%,3,3,002,620L500US09002
State House District 3,House,Percent under age 18,0.275,Age,map,.0%,3,3,003,620L500US09003
State House District 4,House,Percent under age 18,0.213,Age,map,.0%,3,3,004,620L500US09004
State House District 5,House,Percent under age 18,0.252,Age,map,.0%,3,3,005,620L500US09005
State House District 6,House,Percent under age 18,0.265,Age,map,.0%,3,3,006,620L500US09006
State House District 7,House,Percent under age 18,0.247,Age,map,.0%,3,3,007,620L500US09007
State House District 8,House,Percent under age 18,0.199,Age,map,.0%,3,3,008,620L500US09008
State House District 9,House,Percent under age 18,0.227,Age,map,.0%,3,3,009,620L500US09009
State House District 10,House,Percent under age 18,0.231,Age,map,.0%,3,3,010,620L500US09010
State House District 11,House,Percent under age 18,0.216,Age,map,.0%,3,3,011,620L500US09011
State House District 12,House,Percent under age 18,0.216,Age,map,.0%,3,3,012,620L500US09012
State House District 13,House,Percent under age 18,0.229,Age,map,.0%,3,3,013,620L500US09013
State House District 14,House,Percent under age 18,0.223,Age,map,.0%,3,3,014,620L500US09014
State House District 15,House,Percent under age 18,0.143,Age,map,.0%,3,3,015,620L500US09015
State House District 16,House,Percent under age 18,0.245,Age,map,.0%,3,3,016,620L500US09016
State House District 17,House,Percent under age 18,0.24,Age,map,.0%,3,3,017,620L500US09017
State House District 18,House,Percent under age 18,0.205,Age,map,.0%,3,3,018,620L500US09018
State House District 19,House,Percent under age 18,0.247,Age,map,.0%,3,3,019,620L500US09019
State House District 20,House,Percent under age 18,0.215,Age,map,.0%,3,3,020,620L500US09020
State House District 21,House,Percent under age 18,0.21,Age,map,.0%,3,3,021,620L500US09021
State House District 22,House,Percent under age 18,0.211,Age,map,.0%,3,3,022,620L500US09022
State House District 23,House,Percent under age 18,0.188,Age,map,.0%,3,3,023,620L500US09023
State House District 24,House,Percent under age 18,0.218,Age,map,.0%,3,3,024,620L500US09024
State House District 25,House,Percent under age 18,0.278,Age,map,.0%,3,3,025,620L500US09025
State House District 26,House,Percent under age 18,0.181,Age,map,.0%,3,3,026,620L500US09026
State House District 27,House,Percent under age 18,0.183,Age,map,.0%,3,3,027,620L500US09027
State House District 28,House,Percent under age 18,0.196,Age,map,.0%,3,3,028,620L500US09028
State House District 29,House,Percent under age 18,0.183,Age,map,.0%,3,3,029,620L500US09029
State House District 30,House,Percent under age 18,0.216,Age,map,.0%,3,3,030,620L500US09030
State House District 31,House,Percent under age 18,0.248,Age,map,.0%,3,3,031,620L500US09031
State House District 32,House,Percent under age 18,0.2,Age,map,.0%,3,3,032,620L500US09032
State House District 33,House,Percent under age 18,0.158,Age,map,.0%,3,3,033,620L500US09033
State House District 34,House,Percent under age 18,0.217,Age,map,.0%,3,3,034,620L500US09034
State House District 35,House,Percent under age 18,0.193,Age,map,.0%,3,3,035,620L500US09035
State House District 36,House,Percent under age 18,0.192,Age,map,.0%,3,3,036,620L500US09036
State House District 37,House,Percent under age 18,0.194,Age,map,.0%,3,3,037,620L500US09037
State House District 38,House,Percent under age 18,0.191,Age,map,.0%,3,3,038,620L500US09038
State House District 39,House,Percent under age 18,0.2,Age,map,.0%,3,3,039,620L500US09039
State House District 40,House,Percent under age 18,0.217,Age,map,.0%,3,3,040,620L500US09040
State House District 41,House,Percent under age 18,0.169,Age,map,.0%,3,3,041,620L500US09041
State House District 42,House,Percent under age 18,0.195,Age,map,.0%,3,3,042,620L500US09042
State House District 43,House,Percent under age 18,0.19,Age,map,.0%,3,3,043,620L500US09043
State House District 44,House,Percent under age 18,0.218,Age,map,.0%,3,3,044,620L500US09044
State House District 45,House,Percent under age 18,0.224,Age,map,.0%,3,3,045,620L500US09045
State House District 46,House,Percent under age 18,0.234,Age,map,.0%,3,3,046,620L500US09046
State House District 47,House,Percent under age 18,0.207,Age,map,.0%,3,3,047,620L500US09047
State House District 48,House,Percent under age 18,0.222,Age,map,.0%,3,3,048,620L500US09048
State House District 49,House,Percent under age 18,0.194,Age,map,.0%,3,3,049,620L500US09049
State House District 50,House,Percent under age 18,0.206,Age,map,.0%,3,3,050,620L500US09050
State House District 51,House,Percent under age 18,0.205,Age,map,.0%,3,3,051,620L500US09051
State House District 52,House,Percent under age 18,0.195,Age,map,.0%,3,3,052,620L500US09052
State House District 53,House,Percent under age 18,0.216,Age,map,.0%,3,3,053,620L500US09053
State House District 54,House,Percent under age 18,0.068,Age,map,.0%,3,3,054,620L500US09054
State House District 55,House,Percent under age 18,0.226,Age,map,.0%,3,3,055,620L500US09055
State House District 56,House,Percent under age 18,0.178,Age,map,.0%,3,3,056,620L500US09056
State House District 57,House,Percent under age 18,0.228,Age,map,.0%,3,3,057,620L500US09057
State House District 58,House,Percent under age 18,0.198,Age,map,.0%,3,3,058,620L500US09058
State House District 59,House,Percent under age 18,0.166,Age,map,.0%,3,3,059,620L500US09059
State House District 60,House,Percent under age 18,0.183,Age,map,.0%,3,3,060,620L500US09060
State House District 61,House,Percent under age 18,0.203,Age,map,.0%,3,3,061,620L500US09061
State House District 62,House,Percent under age 18,0.236,Age,map,.0%,3,3,062,620L500US09062
State House District 63,House,Percent under age 18,0.177,Age,map,.0%,3,3,063,620L500US09063
State House District 64,House,Percent under age 18,0.167,Age,map,.0%,3,3,064,620L500US09064
State House District 65,House,Percent under age 18,0.196,Age,map,.0%,3,3,065,620L500US09065
State House District 66,House,Percent under age 18,0.203,Age,map,.0%,3,3,066,620L500US09066
State House District 67,House,Percent under age 18,0.2,Age,map,.0%,3,3,067,620L500US09067
State House District 68,House,Percent under age 18,0.209,Age,map,.0%,3,3,068,620L500US09068
State House District 69,House,Percent under age 18,0.187,Age,map,.0%,3,3,069,620L500US09069
State House District 70,House,Percent under age 18,0.216,Age,map,.0%,3,3,070,620L500US09070
State House District 71,House,Percent under age 18,0.222,Age,map,.0%,3,3,071,620L500US09071
State House District 72,House,Percent under age 18,0.269,Age,map,.0%,3,3,072,620L500US09072
State House District 73,House,Percent under age 18,0.278,Age,map,.0%,3,3,073,620L500US09073
State House District 74,House,Percent under age 18,0.244,Age,map,.0%,3,3,074,620L500US09074
State House District 75,House,Percent under age 18,0.261,Age,map,.0%,3,3,075,620L500US09075
State House District 76,House,Percent under age 18,0.219,Age,map,.0%,3,3,076,620L500US09076
State House District 77,House,Percent under age 18,0.203,Age,map,.0%,3,3,077,620L500US09077
State House District 78,House,Percent under age 18,0.207,Age,map,.0%,3,3,078,620L500US09078
State House District 79,House,Percent under age 18,0.196,Age,map,.0%,3,3,079,620L500US09079
State House District 80,House,Percent under age 18,0.204,Age,map,.0%,3,3,080,620L500US09080
State House District 81,House,Percent under age 18,0.198,Age,map,.0%,3,3,081,620L500US09081
State House District 82,House,Percent under age 18,0.157,Age,map,.0%,3,3,082,620L500US09082
State House District 83,House,Percent under age 18,0.187,Age,map,.0%,3,3,083,620L500US09083
State House District 84,House,Percent under age 18,0.237,Age,map,.0%,3,3,084,620L500US09084
State House District 85,House,Percent under age 18,0.168,Age,map,.0%,3,3,085,620L500US09085
State House District 86,House,Percent under age 18,0.198,Age,map,.0%,3,3,086,620L500US09086
State House District 87,House,Percent under age 18,0.199,Age,map,.0%,3,3,087,620L500US09087
State House District 88,House,Percent under age 18,0.142,Age,map,.0%,3,3,088,620L500US09088
State House District 89,House,Percent under age 18,0.208,Age,map,.0%,3,3,089,620L500US09089
State House District 90,House,Percent under age 18,0.193,Age,map,.0%,3,3,090,620L500US09090
State House District 91,House,Percent under age 18,0.182,Age,map,.0%,3,3,091,620L500US09091
State House District 92,House,Percent under age 18,0.24,Age,map,.0%,3,3,092,620L500US09092
State House District 93,House,Percent under age 18,0.183,Age,map,.0%,3,3,093,620L500US09093
State House District 94,House,Percent under age 18,0.237,Age,map,.0%,3,3,094,620L500US09094
State House District 95,House,Percent under age 18,0.302,Age,map,.0%,3,3,095,620L500US09095
State House District 96,House,Percent under age 18,0.155,Age,map,.0%,3,3,096,620L500US09096
State House District 97,House,Percent under age 18,0.207,Age,map,.0%,3,3,097,620L500US09097
State House District 98,House,Percent under age 18,0.207,Age,map,.0%,3,3,098,620L500US09098
State House District 99,House,Percent under age 18,0.192,Age,map,.0%,3,3,099,620L500US09099
State House District 100,House,Percent under age 18,0.199,Age,map,.0%,3,3,100,620L500US09100
State House District 101,House,Percent under age 18,0.255,Age,map,.0%,3,3,101,620L500US09101
State House District 102,House,Percent under age 18,0.167,Age,map,.0%,3,3,102,620L500US09102
State House District 103,House,Percent under age 18,0.199,Age,map,.0%,3,3,103,620L500US09103
State House District 104,House,Percent under age 18,0.237,Age,map,.0%,3,3,104,620L500US09104
State House District 105,House,Percent under age 18,0.227,Age,map,.0%,3,3,105,620L500US09105
State House District 106,House,Percent under age 18,0.255,Age,map,.0%,3,3,106,620L500US09106
